,longitude,latitude,status_group
438,39.14943018,-7.65826289,non functional
439,31.61498498,-1.2126409,functional
440,37.97008233,-9.61128322,non functional
441,38.96698938,-9.99109379,non functional
442,36.89839974,-7.85579928,functional needs repair
443,34.84505919,-8.58236567,functional
444,36.02607935,-8.54589527,functional
445,39.49151322,-8.88165906,functional needs repair
446,33.44574404,-8.75232028,functional
447,33.52797453,-2.82067589,functional
448,29.82376296,-4.87487688,functional
449,33.88927158,-9.26773755,functional
450,39.57054828,-10.90308413,non functional
451,33.00045117,-8.38308888,functional
452,34.78207959,-9.12239269,functional
453,36.85403955,-3.45504725,non functional
454,33.81341932,-3.83221112,functional
455,38.24224578,-11.13603413,functional
456,36.69906756,-8.08846585,non functional
457,34.70473384,-9.20234087,functional
458,39.07821972,-9.86254017,functional
459,33.28236873,-3.85714836,functional
460,37.89366796,-4.34519815,functional
461,38.67500341,-6.40813861,non functional
462,31.52611967,-1.63276881,functional
463,30.87464627,-3.1403549,functional
464,37.63139468,-3.12675292,functional
465,35.68945716,-3.02923374,functional
466,37.17327799,-11.09305121,non functional
467,35.76409768,-10.47927001,functional
468,37.8425512,-9.52034219,non functional
469,38.51700167,-5.59165039,non functional
470,38.24712015,-4.558200599999999,functional
471,31.1714637,-6.33743009,non functional
472,33.46572835,-3.79671202,functional
473,36.68246487,-8.31732974,functional
474,30.7575028,-2.54204907,functional
475,34.77865965,-9.49554502,non functional
476,38.97994393,-7.95432001,functional
477,36.65124906,-3.34432933,functional
478,37.59859374,-3.11107714,non functional
479,34.03993717,-5.14681033,functional
480,36.25461787,-2.90751657,functional needs repair
481,32.88151654,-3.27751494,functional
482,30.38713168,-5.10792723,functional needs repair
483,36.67331251,-3.35811482,non functional
484,35.59538597,-6.4395627,functional
485,39.40299419,-7.10135725,non functional
486,36.66190504,-3.59727464,non functional
487,36.984230200000006,-6.12962635,non functional
488,37.07324427,-3.0049507,functional
489,35.00739367,-9.50647981,non functional
490,40.10847456,-10.27672535,functional
491,32.23969163,-3.36690118,functional
492,31.62715349,-1.21680448,functional needs repair
493,36.13462601,-10.21443688,functional
494,33.92608597,-3.69931833,non functional
495,36.96560789,-10.79699534,non functional
496,37.88986452,-4.36732057,functional needs repair
497,35.00818338,-8.464787,functional
498,39.00497633,-10.80867395,non functional
499,38.98411519,-6.5532638,non functional
500,35.14300047,-9.2600308,functional
501,31.16922705,-7.102952,functional
502,33.447801500000004,-3.24751324,non functional
503,39.43371534,-7.09627911,non functional
504,37.60416022,-3.24463312,non functional
505,30.83762891,-3.64201467,non functional
506,33.98362709,-1.48524922,non functional
507,36.77912479,-3.52920727,functional
508,31.55517538,-7.66514101,non functional
509,36.64845034,-3.33966151,functional
510,38.60065259,-10.6347662,non functional
511,30.10273337,-4.50713784,functional needs repair
512,31.80724315,-1.28454595,functional
513,35.85723778,-3.27581345,functional
514,33.23896133,-8.82142407,functional
515,38.84415565,-5.27095179,non functional
516,34.82528843,-4.50932743,functional
517,36.7676484,-3.36785133,functional
518,33.12878044,-3.7849058,functional
519,38.24505193,-4.6619485,functional
520,37.20540435,-3.18887189,functional
521,33.60788087,-2.67942163,functional
522,35.09692286,-9.08118607,functional
523,38.11997743,-10.92611097,non functional
524,33.5328196,-3.59574863,functional
525,33.24316217,-8.83605681,non functional
526,40.18009415,-10.29430628,non functional
527,38.34557798,-4.7494209000000005,functional
528,39.58807065,-9.83372178,functional
529,35.75921856,-7.16360762,functional
530,33.05290406,-3.86294405,functional
531,36.76071536,-8.96319839,functional
532,38.89308551,-6.5605825,non functional
533,32.48621516,-7.87280492,functional
534,38.01900608,-7.26866031,functional
535,34.46501624,-8.68427697,non functional
536,35.33581003,-4.38214578,functional
537,37.56776372,-6.90224954,non functional
538,33.6605602,-8.98619944,non functional
539,35.80320256,-8.78741457,non functional
540,38.83858791,-6.72825787,non functional
541,33.66509152,-8.99872192,functional
542,33.83080117,-9.15684326,non functional
543,35.40879448,-8.11294506,functional
544,34.24695325,-9.37148289,functional
545,37.59855768,-3.25022121,non functional
546,35.43676476,-4.21202061,functional
547,36.28278515,-7.35113771,non functional
548,34.81910548,-11.10229734,functional needs repair
549,36.352191600000005,-8.78736302,non functional
550,31.02011166,-7.48850571,functional
551,34.88710801,-5.08919537,non functional
552,35.91395802,-7.71758867,functional
553,34.78081095,-9.13627542,functional
554,38.75638427,-10.60630124,functional
555,33.25824958,-6.84217298,non functional
556,34.03537789,-8.85924383,functional
557,38.78819288,-6.64092051,functional
558,31.75690383,-2.81886868,functional
559,35.34810051,-9.89158573,functional needs repair
560,34.85735486,-8.1386234,functional
561,39.22813309,-7.32666569,functional
562,37.08265447,-6.87248615,functional
563,37.60550564,-3.27796788,non functional
564,34.98635681,-9.0881705,non functional
565,36.69688079,-5.99319228,non functional
566,34.90730493,-4.02988782,functional
567,39.13540896,-6.91390781,functional
568,33.90449057,-9.31479104,functional
569,36.02151061,-10.53427849,functional
570,39.11203037,-10.90191427,non functional
571,33.26558713,-3.87439647,functional
572,34.30392413,-3.17637233,functional
573,29.69282676,-4.7475472000000005,functional needs repair
574,38.85538191,-6.78131392,non functional
575,35.07990174,-10.80409189,non functional
576,38.90402162,-7.31978574,non functional
577,34.79339337,-9.72901698,non functional
578,38.7909743,-7.27108392,non functional
579,38.25670091,-4.563839700000001,functional
580,32.89848608,-4.10007773,non functional
581,34.66827981,-4.66060583,functional
582,39.00010861,-7.10179035,functional
583,33.09696393,-8.91545457,functional
584,33.13340374,-3.23459106,non functional
585,30.62278791,-3.56992741,non functional
586,31.51069241,-7.83669775,non functional
587,38.05373317,-4.27929971,non functional
588,35.52795009,-6.06749222,functional
589,36.81280558,-3.48722933,non functional
590,32.87469644,-1.92916438,non functional
591,36.99765607,-7.59014094,functional
592,34.66643661,-1.38298879,non functional
593,38.07832005,-4.48076136,non functional
594,34.34938384,-4.34943584,non functional
595,36.55646735,-6.37243735,functional needs repair
596,29.64793205,-4.76804596,functional needs repair
597,34.62141989,-4.59221358,functional
598,34.67564069,-9.18968342,functional
599,39.61838747,-10.04794964,functional
600,33.45195532,-3.54440659,functional
601,35.24947251,-5.80574788,functional
602,36.1945552,-6.14614159,non functional
603,33.32829159,-3.15937362,non functional
604,32.88778684,-4.21969903,functional
605,31.06049127,-7.75288928,non functional
606,37.71138317,-9.69904756,functional
607,31.51670542,-8.18619122,functional
608,38.54516639,-5.25727852,non functional
609,33.19362237,-8.93950556,non functional
610,33.84952070000001,-8.82302461,functional needs repair
611,36.91578552,-3.55049322,non functional
612,33.52206697,-3.87833847,functional
613,33.24683363,-4.21637305,functional
614,32.48102458,-2.34388649,functional
615,35.01494868,-5.01689148,functional
616,33.98649901,-1.49075217,non functional
617,35.00284765,-9.51626067,non functional
618,38.26204353,-4.6675996,functional needs repair
619,32.20144687,-2.45428074,functional
620,38.22917276,-4.79319402,functional
621,34.49341359,-9.84568307,functional
622,38.4059458,-6.12010157,functional
623,34.08777811,-3.09536601,functional
624,39.38913797,-7.10763364,functional
625,37.61765733,-6.70295524,functional
626,38.59841982,-10.11745269,non functional
627,31.83004879,-1.28284016,functional
628,38.7854576,-5.17532431,functional
629,38.78423244,-5.11538727,non functional
630,32.26134425,-3.85306228,functional
631,35.79284444,-4.51556434,functional needs repair
632,37.79482782,-10.08249511,non functional
633,38.75159512,-10.32506494,non functional
634,31.17657926,-7.84847244,functional
635,37.55061829,-3.28840021,non functional
636,39.44163826,-6.90190842,non functional
637,39.25586996,-7.41749909,functional
638,37.1240366,-10.79262244,non functional
639,37.384505700000005,-3.29510498,functional
640,30.29392803,-4.57232332,non functional
641,34.02816938,-9.14435762,functional
642,37.33750934,-3.29445697,functional
643,38.99315731,-9.25518964,functional needs repair
644,38.88491495,-6.51620381,non functional
645,37.95085516,-4.13497676,non functional
646,38.90877855,-6.44305304,functional
647,33.94732577,-9.44325017,functional
648,35.89378179,-6.38347804,non functional
649,39.02538594,-7.420656500000001,functional
650,36.8938688,-7.85364993,functional
651,37.88838341,-4.12677766,non functional
652,36.49807768,-7.03154219,functional
653,29.91365688,-4.45507773,functional
654,30.072180100000004,-4.3241225,functional needs repair
655,39.11931398,-9.90286201,functional needs repair
656,32.77056167,-4.25968622,non functional
657,37.58822234,-3.75997333,functional
658,35.13611688,-10.74999138,non functional
659,34.077426692028794,-5.706032659626431,functional needs repair
660,37.9228468,-9.89920556,non functional
661,36.94933741,-7.70517682,functional
662,39.95981636,-10.16058464,non functional
663,35.21865697,-10.8140368,functional
664,36.96582154,-3.32106957,non functional
665,37.04407976,-7.55501198,functional
666,33.05168302,-3.91752002,functional
667,33.52741962,-2.83350351,functional
668,33.61860112,-4.26373615,non functional
669,38.42991551,-5.00758563,functional
670,36.12458333,-8.31955912,functional
671,32.31003605,-8.87988853,non functional
672,37.60017121,-3.477757,functional
673,34.48010737,-9.68703952,functional
674,38.6379396,-5.30721266,non functional
675,36.04431196,-10.69588398,functional
676,34.67756553,-9.29217,functional
677,36.96414702,-3.34740782,functional
678,34.077426692028794,-5.706032659626431,non functional
679,35.42447999,-8.25902787,functional
680,31.75404436,-1.33369854,functional needs repair
681,38.53662232,-10.70236514,non functional
682,38.32831948,-6.46228226,functional
683,33.19288483,-3.86590618,functional
684,30.15802804,-4.4842508,functional
685,38.74481472,-7.05661653,non functional
686,30.7932219,-1.36886109,functional
687,33.81524867,-3.44214478,functional
688,34.67368024,-11.12343114,functional
689,35.09244598,-4.70215152,non functional
690,32.73128806,-3.82546752,non functional
691,35.8033711,-4.60465381,functional needs repair
692,35.80132553,-4.56498639,functional
693,31.89493405,-3.44166124,non functional
694,34.01613266,-8.85496293,functional
695,34.29157805,-1.67766041,functional
696,38.88593156,-5.67943677,non functional
697,34.077426692028794,-5.706032659626431,functional
698,35.84015138,-8.95262633,non functional
699,34.17887054,-9.34143877,functional
700,33.25045393,-3.74702273,functional
701,34.31717479,-1.83421944,non functional
702,39.11655424,-6.89004147,non functional
703,36.75916018,-3.41939862,functional
704,34.1115539,-8.84645501,functional
705,34.25644023,-2.9958472,functional
706,36.08483856,-10.9138826,non functional
707,31.50434571,-1.38578104,functional
708,34.32154177,-3.15696421,non functional
709,36.7256787,-8.921397800000001,functional
710,38.97356376,-7.04104642,non functional
711,38.71281967,-5.11619226,functional
712,37.23245087,-10.95524842,functional needs repair
713,33.96307757,-1.76501198,functional
714,31.69514651,-2.53075133,non functional
715,37.67524025,-3.61321707,non functional
716,37.36406257,-3.28148687,non functional
717,33.53642426,-3.6024107000000005,functional
718,38.85296314,-10.02970191,non functional
719,37.48989428,-3.33275629,functional
720,34.077426692028794,-5.706032659626431,functional
721,37.61516508,-6.13876222,functional
722,36.81736271,-10.59052702,non functional
723,32.45293726,-3.63898301,non functional
724,33.51813022,-3.45445766,non functional
725,33.11236992,-9.22787315,non functional
726,37.22321463,-3.27186256,functional
727,37.34028687,-3.32005312,functional
728,34.9090624,-2.23971058,functional
729,34.62732988,-9.0187366,functional
730,38.68873692,-10.54666682,non functional
731,36.09392434,-8.37383633,non functional
732,34.18813213,-3.18222311,functional
733,34.077426692028794,-5.706032659626431,functional needs repair
734,34.69893606,-4.30233993,functional
735,34.077426692028794,-10.49578459,functional
736,32.6482678,-3.73395582,non functional
